CustomerID,Invoice,StockCode,Description,Quantity,Price,InvoiceDate,Country,SourceFile,Worksheet,ExcelRow,RowID
13085,490069,22179,SET 10 LIGHTS NIGHT OWL,12,6.75,2009-12-03 14:07:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,7753,Year 2009-2010:7753
13085,490069,21871,SAVE THE PLANET MUG,12,1.25,2009-12-03 14:07:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,7754,Year 2009-2010:7754
17850,490373,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12152,Year 2009-2010:12152
17850,490373,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12153,Year 2009-2010:12153
17850,490373,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12154,Year 2009-2010:12154
17850,490373,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12155,Year 2009-2010:12155
17850,490373,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12156,Year 2009-2010:12156
17850,490373,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12157,Year 2009-2010:12157
17850,490373,21868,POTTING SHED TEA MUG,12,1.06,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12158,Year 2009-2010:12158
17850,490373,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12159,Year 2009-2010:12159
17850,490373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12160,Year 2009-2010:12160
17850,490373,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,6.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12161,Year 2009-2010:12161
17850,490373,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12162,Year 2009-2010:12162
17850,490373,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12163,Year 2009-2010:12163
17850,490373,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12164,Year 2009-2010:12164
17850,490373,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12165,Year 2009-2010:12165
17850,490373,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12166,Year 2009-2010:12166
17850,490373,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12167,Year 2009-2010:12167
17850,490373,15056N,EDWARDIAN PARASOL NATURAL,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12168,Year 2009-2010:12168
17850,490373,20679,EDWARDIAN PARASOL RED,6,4.95,2009-12-05 12:28:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12169,Year 2009-2010:12169
17850,490380,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12240,Year 2009-2010:12240
17850,490380,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12241,Year 2009-2010:12241
17850,490380,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12242,Year 2009-2010:12242
17850,490380,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12243,Year 2009-2010:12243
17850,490380,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12244,Year 2009-2010:12244
17850,490380,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12245,Year 2009-2010:12245
17850,490380,21868,POTTING SHED TEA MUG,12,1.06,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12246,Year 2009-2010:12246
17850,490380,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12247,Year 2009-2010:12247
17850,490380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12248,Year 2009-2010:12248
17850,490380,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12249,Year 2009-2010:12249
17850,490380,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12250,Year 2009-2010:12250
17850,490380,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12251,Year 2009-2010:12251
17850,490380,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12252,Year 2009-2010:12252
17850,490380,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12253,Year 2009-2010:12253
17850,490380,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12254,Year 2009-2010:12254
17850,490380,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12255,Year 2009-2010:12255
17850,490380,15056N,EDWARDIAN PARASOL NATURAL,6,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12256,Year 2009-2010:12256
17850,490380,20679,EDWARDIAN PARASOL RED,6,4.95,2009-12-05 13:26:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12257,Year 2009-2010:12257
17850,490387,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12340,Year 2009-2010:12340
17850,490387,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12341,Year 2009-2010:12341
17850,490387,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12342,Year 2009-2010:12342
17850,490387,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12343,Year 2009-2010:12343
17850,490387,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12344,Year 2009-2010:12344
17850,490387,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12345,Year 2009-2010:12345
17850,490387,21868,POTTING SHED TEA MUG,12,1.06,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12346,Year 2009-2010:12346
17850,490387,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12347,Year 2009-2010:12347
17850,490387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12348,Year 2009-2010:12348
17850,490387,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12349,Year 2009-2010:12349
17850,490387,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12350,Year 2009-2010:12350
17850,490387,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12351,Year 2009-2010:12351
17850,490387,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12352,Year 2009-2010:12352
17850,490387,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12353,Year 2009-2010:12353
17850,490387,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12354,Year 2009-2010:12354
17850,490387,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12355,Year 2009-2010:12355
17850,490387,15056N,EDWARDIAN PARASOL NATURAL,6,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12356,Year 2009-2010:12356
17850,490387,20679,EDWARDIAN PARASOL RED,6,4.95,2009-12-05 14:59:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12357,Year 2009-2010:12357
17850,490394,15056BL,EDWARDIAN PARASOL BLACK,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12447,Year 2009-2010:12447
17850,490394,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12448,Year 2009-2010:12448
17850,490394,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12449,Year 2009-2010:12449
17850,490394,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12450,Year 2009-2010:12450
17850,490394,21869,POTTING SHED COFFEE MUG,24,1.06,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12451,Year 2009-2010:12451
17850,490394,21868,POTTING SHED TEA MUG,24,1.06,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12452,Year 2009-2010:12452
17850,490394,21733,RED HANGING HEART T-LIGHT HOLDER,24,2.55,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12453,Year 2009-2010:12453
17850,490394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2.55,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12454,Year 2009-2010:12454
17850,490394,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,6.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12455,Year 2009-2010:12455
17850,490394,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12456,Year 2009-2010:12456
17850,490394,82483,WOOD 2 DRAWER CABINET WHITE FINISH,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12457,Year 2009-2010:12457
17850,490394,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12458,Year 2009-2010:12458
17850,490394,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12459,Year 2009-2010:12459
17850,490394,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12460,Year 2009-2010:12460
17850,490394,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12461,Year 2009-2010:12461
17850,490394,15056N,EDWARDIAN PARASOL NATURAL,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12462,Year 2009-2010:12462
17850,490394,20679,EDWARDIAN PARASOL RED,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12463,Year 2009-2010:12463
17850,490394,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,12,4.95,2009-12-05 16:01:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12464,Year 2009-2010:12464
17850,490408,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12764,Year 2009-2010:12764
17850,490408,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12765,Year 2009-2010:12765
17850,490408,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12766,Year 2009-2010:12766
17850,490408,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12767,Year 2009-2010:12767
17850,490408,21868,POTTING SHED TEA MUG,12,1.06,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12768,Year 2009-2010:12768
17850,490408,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12769,Year 2009-2010:12769
17850,490408,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12770,Year 2009-2010:12770
17850,490408,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,6.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12771,Year 2009-2010:12771
17850,490408,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,4.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12772,Year 2009-2010:12772
17850,490408,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12773,Year 2009-2010:12773
17850,490408,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12774,Year 2009-2010:12774
17850,490408,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12775,Year 2009-2010:12775
17850,490408,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12776,Year 2009-2010:12776
17850,490408,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12777,Year 2009-2010:12777
17850,490408,20679,EDWARDIAN PARASOL RED,6,4.95,2009-12-06 11:33:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,12778,Year 2009-2010:12778
17850,490477,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13336,Year 2009-2010:13336
17850,490477,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13337,Year 2009-2010:13337
17850,490477,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13338,Year 2009-2010:13338
17850,490477,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13339,Year 2009-2010:13339
17850,490477,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13340,Year 2009-2010:13340
17850,490477,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13341,Year 2009-2010:13341
17850,490477,21868,POTTING SHED TEA MUG,12,1.06,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13342,Year 2009-2010:13342
17850,490477,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13343,Year 2009-2010:13343
17850,490477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2.55,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13344,Year 2009-2010:13344
17850,490477,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,6.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13345,Year 2009-2010:13345
17850,490477,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.1,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13346,Year 2009-2010:13346
17850,490477,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13347,Year 2009-2010:13347
17850,490477,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.55,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13348,Year 2009-2010:13348
17850,490477,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13349,Year 2009-2010:13349
17850,490477,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13350,Year 2009-2010:13350
17850,490477,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13351,Year 2009-2010:13351
17850,490477,15056N,EDWARDIAN PARASOL NATURAL,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13352,Year 2009-2010:13352
17850,490477,20679,EDWARDIAN PARASOL RED,6,4.95,2009-12-06 12:41:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13353,Year 2009-2010:13353
17850,490508,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,4.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13965,Year 2009-2010:13965
17850,490508,15056BL,EDWARDIAN PARASOL BLACK,6,4.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13966,Year 2009-2010:13966
17850,490508,79323P,PINK CHERRY LIGHTS,4,5.45,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13967,Year 2009-2010:13967
17850,490508,79323W,WHITE CHERRY LIGHTS,4,5.45,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13968,Year 2009-2010:13968
17850,490508,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2.1,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13969,Year 2009-2010:13969
17850,490508,21869,POTTING SHED COFFEE MUG,12,1.06,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13970,Year 2009-2010:13970
17850,490508,21868,POTTING SHED TEA MUG,12,1.06,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13971,Year 2009-2010:13971
17850,490508,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13972,Year 2009-2010:13972
17850,490508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13973,Year 2009-2010:13973
17850,490508,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13974,Year 2009-2010:13974
17850,490508,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13975,Year 2009-2010:13975
17850,490508,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13976,Year 2009-2010:13976
17850,490508,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13977,Year 2009-2010:13977
17850,490508,21523,FANCY FONT HOME SWEET HOME DOORMAT,6,5.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13978,Year 2009-2010:13978
17850,490508,21955,UNION JACK GUNS & ROSES  DOORMAT,6,5.95,2009-12-06 14:14:00,United Kingdom,online_retail_II.xlsx,Year 2009-2010,13979,Year 2009-2010:13979
